STRAIN	BC_ID	MU_ID	ENV	gen_0	gen_10	gen_20	gen_30	gen_40
DivAnc	100150	746	1_SC3	2	0	0	0	0
DivAnc	93207	110	1_SC3	1	0	0	0	0
DivAnc	48844	313	1_SC3	2	10	0	0	0
DivAnc	6428	4	1_SC3	130	807	393	885	707
DivAnc	30968	935	1_SC3	596	3616	1635	3234	2549
DivAnc	74934	894	1_SC3	1	21	10	12	1
DivAnc	244275	670	1_SC3	1	0	0	0	0
DivAnc	18854	859	1_SC3	5	21	3	4	8
DivAnc	313969	347	1_SC3	115	615	246	555	488
DivAnc	197883	652	1_SC3	1	0	0	0	0
DivAnc	233990	605	1_SC3	33	230	99	186	206
DivAnc	51901	969	1_SC3	1	34	14	65	27
DivAnc	119564	674	1_SC3	261	1417	756	1383	1194
DivAnc	6163	710	1_SC3	1	0	0	0	0
DivAnc	259674	423	1_SC3	5	15	2	5	0
DivAnc	98611	1002	1_SC3	247	1349	677	1563	1226
DivAnc	250429	99	1_SC3	1	15	3	13	9
DivAnc	60813	112	1_SC3	674	3710	1984	3919	3003
DivAnc	10996	949	1_SC3	68	442	252	446	310
DivAnc	69508	846	1_SC3	34	194	99	175	150
DivAnc	60370	366	1_SC3	1	11	0	0	0
DivAnc	5869	715	1_SC3	262	1246	698	1359	1162
DivAnc	151211	652	1_SC3	53	348	136	271	228
DivAnc	104257	214	1_SC3	51	309	164	438	365
DivAnc	215773	648	1_SC3	539	3319	1789	3327	2487
DivAnc	41237	153	1_SC3	1	10	0	0	0
DivAnc	17609	1007	1_SC3	43	252	134	207	214
DivAnc	46473	547	1_SC3	425	2379	1079	2337	1732
DivAnc	17353	50	1_SC3	342	1990	1027	2133	1796
DivAnc	74445	979	1_SC3	230	1448	752	1690	1373
DivAnc	229	266	1_SC3	1	14	10	23	40
DivAnc	227	133	1_SC3	71	437	180	252	162
DivAnc	101103	494	1_SC3	45	295	147	237	278
DivAnc	16226	237	1_SC3	81	421	204	490	390
DivAnc	2213	705	1_SC3	1	0	0	0	0
DivAnc	2211	826	1_SC3	560	3126	1523	2956	2519
DivAnc	42009	530	1_SC3	1	0	0	0	0
DivAnc	5604	129	1_SC3	1	0	0	0	0
DivAnc	293454	265	1_SC3	1	6	0	0	0
DivAnc	12423	819	1_SC3	3	16	0	0	0
DivAnc	12424	618	1_SC3	4	25	9	16	4
DivAnc	154115	710	1_SC3	183	1117	456	917	624
DivAnc	6697	223	1_SC3	1	0	0	0	0
DivAnc	23909	976	1_SC3	1	20	13	44	37
DivAnc	43024	375	1_SC3	2	2	0	0	0
DivAnc	151	710	1_SC3	847	4653	2243	4701	3622
DivAnc	227068	12	1_SC3	249	1295	688	1415	1059
DivAnc	20718	642	1_SC3	264	1615	829	1448	1071
DivAnc	52165	209	1_SC3	294	1629	833	1495	937
DivAnc	32110	549	1_SC3	1	0	0	0	0
DivAnc	17511	962	1_SC3	260	1473	776	1490	1221
DivAnc	17510	750	1_SC3	2	9	0	0	0
DivAnc	17516	289	1_SC3	1	9	0	0	0
DivAnc	105298	772	1_SC3	1	0	0	0	0
DivAnc	204675	524	1_SC3	9	37	14	19	13
DivAnc	41516	95	1_SC3	2	0	0	0	0
DivAnc	152857	802	1_SC3	1	12	2	0	0
DivAnc	85449	947	1_SC3	1	0	0	0	0
DivAnc	119492	802	1_SC3	1	6	4	10	7
DivAnc	323402	85	1_SC3	1	0	0	0	0
DivAnc	49150	864	1_SC3	149	851	414	880	689
DivAnc	46671	890	1_SC3	284	1530	880	1807	1328
DivAnc	26051	596	1_SC3	7	19	7	25	6
DivAnc	2503	353	1_SC3	63	302	155	303	241
DivAnc	15715	440	1_SC3	19	86	48	71	53
DivAnc	11647	790	1_SC3	1	34	29	25	12
DivAnc	9353	343	1_SC3	1	0	0	0	0
DivAnc	101866	279	1_SC3	1	3	9	3	0
DivAnc	46853	986	1_SC3	1	12	6	16	26
DivAnc	99521	555	1_SC3	3	13	11	14	7
DivAnc	90293	60	1_SC3	171	1094	528	1067	796
DivAnc	15028	343	1_SC3	2	31	4	0	0
DivAnc	58827	333	1_SC3	3	19	5	13	10
DivAnc	141488	983	1_SC3	1	1	0	0	0
DivAnc	52565	983	1_SC3	1	5	7	35	7
DivAnc	17174	526	1_SC3	266	1722	949	1966	1511
DivAnc	60673	648	1_SC3	374	1864	883	1929	1460
DivAnc	75084	227	1_SC3	74	417	227	546	389
DivAnc	27944	211	1_SC3	4	27	2	27	13
DivAnc	274280	423	1_SC3	226	1347	649	1188	980
DivAnc	50691	218	1_SC3	1	8	0	0	0
DivAnc	16916	1002	1_SC3	339	1984	933	1931	1434
DivAnc	204458	233	1_SC3	255	1732	825	1728	1480
DivAnc	1809	710	1_SC3	1	6	14	31	28
DivAnc	253342	899	1_SC3	378	2086	1093	2414	1863
DivAnc	57423	119	1_SC3	116	539	294	523	462
DivAnc	2290	205	1_SC3	1	3	0	0	0
DivAnc	82206	652	1_SC3	1	21	23	22	34
DivAnc	36813	865	1_SC3	5	59	26	64	58
DivAnc	36760	311	1_SC3	457	2682	1350	2946	2299
DivAnc	125273	596	1_SC3	281	1670	790	1475	1006
DivAnc	14852	423	1_SC3	511	3252	1643	3428	2486
DivAnc	197792	407	1_SC3	5	22	8	52	52
DivAnc	70365	153	1_SC3	2	12	0	0	0
DivAnc	18886	1014	1_SC3	81	450	169	273	183
DivAnc	26947	766	1_SC3	160	1032	564	1102	940
DivAnc	63253	712	1_SC3	461	2474	1229	2488	2029
DivAnc	44854	596	1_SC3	145	714	395	728	590
DivAnc	14075	634	1_SC3	1	6	0	0	0
DivAnc	38613	426	1_SC3	1	11	5	0	0
DivAnc	193897	729	1_SC3	2	23	31	67	47
DivAnc	9773	227	1_SC3	3	18	13	6	3
DivAnc	10515	687	1_SC3	33	237	101	226	214
DivAnc	50809	539	1_SC3	1	0	0	0	0
DivAnc	39713	970	1_SC3	153	914	461	1065	778
DivAnc	18422	893	1_SC3	44	299	177	449	338
DivAnc	199572	423	1_SC3	1	0	0	0	0
DivAnc	90727	48	1_SC3	309	1802	886	1956	1502
DivAnc	70745	441	1_SC3	3	3	15	34	30
DivAnc	11917	149	1_SC3	1	0	0	0	0
DivAnc	810	237	1_SC3	6	29	10	19	11
DivAnc	814	960	1_SC3	1	10	1	0	0
DivAnc	2858	323	1_SC3	1	2	0	0	0
DivAnc	168303	750	1_SC3	1	0	0	0	0
DivAnc	112077	935	1_SC3	5	37	5	11	19
DivAnc	18777	70	1_SC3	1	0	0	0	0
DivAnc	5461	461	1_SC3	2	8	0	0	0
DivAnc	37434	524	1_SC3	1	23	17	58	35
DivAnc	106717	175	1_SC3	1	4	3	0	0
DivAnc	251856	132	1_SC3	598	3771	1728	3374	2617
DivAnc	121620	534	1_SC3	466	2675	1305	2862	2144
DivAnc	5266	981	1_SC3	5	57	12	27	14
DivAnc	5265	423	1_SC3	700	4198	2106	4367	3645
DivAnc	68630	988	1_SC3	2	0	0	0	0
DivAnc	36265	60	1_SC3	201	1177	681	1436	1091
DivAnc	48598	215	1_SC3	204	1144	611	1095	771
DivAnc	79036	106	1_SC3	19	154	54	103	57
DivAnc	168237	505	1_SC3	101	475	278	642	486
DivAnc	163055	418	1_SC3	2	3	0	0	0
DivAnc	18393	494	1_SC3	1	0	0	0	0
DivAnc	18170	618	1_SC3	390	2249	1204	2550	1988
DivAnc	72084	729	1_SC3	1	0	0	0	0
DivAnc	8603	333	1_SC3	1	0	0	0	0
DivAnc	14456	226	1_SC3	291	1712	799	1517	1197
DivAnc	79290	605	1_SC3	94	507	207	298	270
DivAnc	33950	733	1_SC3	1	0	0	0	0
DivAnc	18371	423	1_SC3	466	2947	1395	2917	2215
DivAnc	30287	423	1_SC3	648	3914	1950	3921	3239
DivAnc	103169	781	1_SC3	1	6	2	10	9
DivAnc	3029	704	1_SC3	579	3114	1498	3321	2322
DivAnc	3028	233	1_SC3	486	2815	1669	3201	2599
DivAnc	77909	119	1_SC3	1	6	0	0	0
DivAnc	14699	792	1_SC3	1	2	1	4	11
DivAnc	2985	835	1_SC3	1	15	0	0	0
DivAnc	55094	687	1_SC3	1	0	0	0	0
DivAnc	179648	7	1_SC3	161	957	450	1001	768
DivAnc	157827	177	1_SC3	403	2429	1151	2153	1554
DivAnc	108871	913	1_SC3	2	12	4	20	19
DivAnc	40331	4	1_SC3	174	1104	524	1078	739
DivAnc	179464	1002	1_SC3	2	17	4	34	26
DivAnc	1015	727	1_SC3	3	9	0	0	0
DivAnc	1010	461	1_SC3	4	14	4	3	0
DivAnc	8730	775	1_SC3	1	0	0	0	0
DivAnc	249201	423	1_SC3	1	0	0	0	0
DivAnc	1237	988	1_SC3	1	0	0	0	0
DivAnc	76237	819	1_SC3	1	20	27	40	14
DivAnc	136543	60	1_SC3	4	18	7	0	0
DivAnc	13868	423	1_SC3	1788	10568	5214	11834	9398
DivAnc	31001	680	1_SC3	195	1032	459	894	684
DivAnc	111376	938	1_SC3	1	13	4	0	0
DivAnc	195818	431	1_SC3	54	339	166	344	248
DivAnc	5674	310	1_SC3	196	1275	656	1317	964
DivAnc	229036	693	1_SC3	1	6	6	28	45
DivAnc	67791	203	1_SC3	508	3054	1576	3050	2459
DivAnc	74147	231	1_SC3	1	0	0	0	0
DivAnc	35902	423	1_SC3	333	1866	844	1890	1434
DivAnc	14525	757	1_SC3	297	1561	636	1200	970
DivAnc	180705	343	1_SC3	40	231	119	352	314
DivAnc	6502	72	1_SC3	173	1014	420	832	652
DivAnc	11008	1001	1_SC3	1	0	0	0	0
DivAnc	6504	165	1_SC3	283	1792	840	1542	1275
DivAnc	171044	423	1_SC3	6	40	44	95	82
DivAnc	34189	381	1_SC3	115	684	408	801	645
DivAnc	59623	869	1_SC3	1	13	0	0	0
DivAnc	23061	622	1_SC3	240	1227	633	1019	749
DivAnc	42378	549	1_SC3	3	29	33	16	13
DivAnc	151375	433	1_SC3	3	17	1	15	20
DivAnc	29626	921	1_SC3	649	3950	1969	3750	2736
DivAnc	225622	521	1_SC3	83	428	154	372	321
DivAnc	430	115	1_SC3	498	2845	1523	3143	2474
DivAnc	126121	149	1_SC3	2	0	0	0	0
DivAnc	121260	970	1_SC3	2	16	2	34	39
DivAnc	117633	572	1_SC3	1	0	0	0	0
DivAnc	101368	387	1_SC3	1	4	0	0	0
DivAnc	163886	565	1_SC3	599	3582	1688	3194	2353
DivAnc	741	684	1_SC3	1	9	0	0	0
DivAnc	61022	976	1_SC3	1	5	11	21	16
DivAnc	180127	20	1_SC3	242	1198	601	1322	898
DivAnc	23481	85	1_SC3	387	2412	1168	2410	1865
DivAnc	8462	680	1_SC3	1	16	12	4	15
DivAnc	83358	448	1_SC3	1	5	0	0	0
DivAnc	43235	1007	1_SC3	2	9	2	35	20
DivAnc	188717	623	1_SC3	1	0	0	0	0
DivAnc	194852	757	1_SC3	1	14	4	17	0
DivAnc	39142	250	1_SC3	128	574	249	485	462
DivAnc	19112	134	1_SC3	47	350	202	364	311
DivAnc	30973	432	1_SC3	217	1219	536	1105	941
DivAnc	108300	742	1_SC3	3	14	0	0	0
DivAnc	6438	687	1_SC3	47	286	138	339	255
DivAnc	7552	815	1_SC3	1	19	9	21	19
DivAnc	28883	574	1_SC3	2	17	7	41	30
DivAnc	556	4	1_SC3	3	6	0	0	0
DivAnc	35479	9	1_SC3	65	363	232	347	312
DivAnc	28864	522	1_SC3	1	0	0	0	0
DivAnc	110195	352	1_SC3	183	975	496	850	735
DivAnc	28861	362	1_SC3	2	17	3	2	0
DivAnc	74692	353	1_SC3	30	158	64	127	81
DivAnc	22534	52	1_SC3	227	1156	564	1196	1035
DivAnc	149805	981	1_SC3	1	0	0	0	0
DivAnc	89227	954	1_SC3	22	141	75	219	152
DivAnc	71901	209	1_SC3	1	0	0	0	0
DivAnc	3062	395	1_SC3	4	12	16	12	3
DivAnc	43307	704	1_SC3	2	5	6	23	14
DivAnc	26440	323	1_SC3	2	0	0	0	0
DivAnc	166443	775	1_SC3	41	188	127	336	263
DivAnc	16039	302	1_SC3	1	23	10	5	9
DivAnc	73939	8	1_SC3	515	3082	1492	2930	2177
DivAnc	12516	843	1_SC3	6	32	13	26	2
DivAnc	5816	261	1_SC3	95	515	242	410	198
DivAnc	57788	423	1_SC3	1422	7795	4055	8283	6378
DivAnc	48841	924	1_SC3	1	0	0	0	0
DivAnc	96603	965	1_SC3	259	1741	808	1746	1189
DivAnc	25390	185	1_SC3	25	95	50	53	51
DivAnc	16586	26	1_SC3	51	288	84	141	87
DivAnc	32296	993	1_SC3	2	10	4	12	19
DivAnc	12057	119	1_SC3	658	3902	1973	4026	3181
DivAnc	12056	468	1_SC3	500	2819	1584	3338	2521
DivAnc	235	781	1_SC3	227	1231	538	1070	744
DivAnc	13505	468	1_SC3	502	2817	1505	2862	2081
DivAnc	233	930	1_SC3	303	1874	864	1937	1547
DivAnc	12694	463	1_SC3	1	21	15	29	30
DivAnc	12699	50	1_SC3	203	1307	540	887	521
DivAnc	1	185	1_SC3	2	23	4	13	8
DivAnc	65236	684	1_SC3	365	2313	1105	2388	1835
DivAnc	5920	375	1_SC3	445	2606	1268	2357	1874
DivAnc	25718	423	1_SC3	2071	11780	5798	11775	9078
DivAnc	96048	851	1_SC3	114	549	288	476	340
DivAnc	75652	690	1_SC3	2	30	16	12	0
DivAnc	325275	1007	1_SC3	3	15	2	4	9
DivAnc	49524	111	1_SC3	1	2	0	0	0
DivAnc	191558	132	1_SC3	431	2362	1251	2572	2176
DivAnc	20705	1000	1_SC3	501	2770	1577	2939	2420
DivAnc	7823	648	1_SC3	2	12	6	17	8
DivAnc	65542	1014	1_SC3	84	476	256	491	313
DivAnc	63663	91	1_SC3	2	21	19	32	4
DivAnc	195482	979	1_SC3	5	16	0	0	0
DivAnc	270713	387	1_SC3	138	870	379	883	754
DivAnc	244421	180	1_SC3	1	5	0	0	0
DivAnc	214722	44	1_SC3	1	0	0	0	0
DivAnc	323419	13	1_SC3	1	4	0	0	0
DivAnc	26269	423	1_SC3	1836	11164	5442	10629	8508
DivAnc	141904	468	1_SC3	291	1739	907	1963	1457
DivAnc	2712	313	1_SC3	1	0	0	0	0
DivAnc	17761	132	1_SC3	2	5	0	0	0
DivAnc	58033	50	1_SC3	1	5	0	0	0
DivAnc	90281	201	1_SC3	317	1975	1046	2085	1674
DivAnc	134121	729	1_SC3	2	5	0	0	0
DivAnc	105571	457	1_SC3	55	334	215	417	226
DivAnc	17166	149	1_SC3	2	23	0	0	0
DivAnc	7220	109	1_SC3	2	17	16	47	83
DivAnc	1197	138	1_SC3	4	48	44	81	90
DivAnc	172343	252	1_SC3	455	2669	1379	2553	1625
DivAnc	18637	266	1_SC3	1	19	6	8	0
DivAnc	118978	366	1_SC3	18	96	57	152	113
DivAnc	116162	162	1_SC3	439	2718	1318	2725	1935
DivAnc	16966	205	1_SC3	240	1454	787	1514	1079
DivAnc	2155	573	1_SC3	47	332	149	261	242
DivAnc	2157	423	1_SC3	2043	12056	5689	11853	9104
DivAnc	2403	204	1_SC3	39	282	83	179	141
DivAnc	184803	119	1_SC3	56	335	263	405	304
DivAnc	930	340	1_SC3	2	19	2	3	0
DivAnc	154487	710	1_SC3	2	0	0	0	0
DivAnc	138246	853	1_SC3	53	269	126	227	150
DivAnc	16873	768	1_SC3	22	66	44	71	72
DivAnc	41414	440	1_SC3	3	14	11	8	6
DivAnc	33720	804	1_SC3	2	4	0	0	0
DivAnc	63533	104	1_SC3	2	31	14	20	6
DivAnc	182157	877	1_SC3	1	0	0	0	0
DivAnc	1756	769	1_SC3	105	477	210	476	384
DivAnc	49456	976	1_SC3	151	939	521	1207	851
DivAnc	54683	618	1_SC3	1	6	4	20	12
DivAnc	3248	845	1_SC3	1	0	0	0	0
DivAnc	7311	71	1_SC3	47	231	104	132	111
DivAnc	237075	391	1_SC3	2	5	7	0	0
DivAnc	63089	947	1_SC3	3	12	4	1	0
DivAnc	36971	60	1_SC3	4	29	15	20	11
DivAnc	90731	949	1_SC3	3	18	5	42	37
DivAnc	18414	125	1_SC3	17	78	44	54	14
DivAnc	203856	423	1_SC3	1374	7779	3825	7702	5945
DivAnc	18986	277	1_SC3	1	15	3	0	0
DivAnc	257477	143	1_SC3	220	1305	712	1219	880
DivAnc	275476	745	1_SC3	1	0	0	0	0
DivAnc	1481	804	1_SC3	57	332	185	390	332
DivAnc	156188	45	1_SC3	5	16	0	0	0
DivAnc	10236	685	1_SC3	29	158	111	208	118
DivAnc	3150	421	1_SC3	4	11	14	51	48
DivAnc	5494	768	1_SC3	1	0	0	0	0
DivAnc	31698	423	1_SC3	664	4107	2053	4389	3484
DivAnc	41524	639	1_SC3	4	6	9	5	0
DivAnc	5492	371	1_SC3	312	1723	836	1742	1270
DivAnc	68641	90	1_SC3	496	2583	1429	2868	2338
DivAnc	12143	189	1_SC3	7	33	28	39	52
DivAnc	21506	418	1_SC3	1	4	1	0	0
DivAnc	157746	859	1_SC3	1	5	0	0	0
DivAnc	29728	52	1_SC3	1	0	0	0	0
DivAnc	48580	886	1_SC3	4	21	16	12	5
DivAnc	121632	159	1_SC3	693	3782	1859	3875	2963
DivAnc	36606	802	1_SC3	1	0	0	0	0
DivAnc	83890	672	1_SC3	185	1190	503	785	711
DivAnc	42526	266	1_SC3	517	3022	1549	3070	2384
DivAnc	136500	837	1_SC3	2	33	20	48	48
DivAnc	109406	868	1_SC3	11	30	11	12	27
DivAnc	1132	252	1_SC3	605	3759	1836	3525	2982
DivAnc	14442	650	1_SC3	2	10	7	56	21
DivAnc	24563	148	1_SC3	6	60	36	61	30
DivAnc	26992	775	1_SC3	3	35	8	17	38
DivAnc	3018	492	1_SC3	1	2	0	0	0
DivAnc	208618	468	1_SC3	100	559	309	564	495
DivAnc	14680	918	1_SC3	5	27	15	43	30
DivAnc	239836	894	1_SC3	13	54	44	51	12
DivAnc	91429	209	1_SC3	365	2122	1219	2348	1734
DivAnc	77933	185	1_SC3	1	7	0	0	0
DivAnc	3014	717	1_SC3	1	6	0	0	0
DivAnc	33895	564	1_SC3	54	256	106	152	109
DivAnc	24527	313	1_SC3	1	0	0	0	0
DivAnc	137227	289	1_SC3	4	3	0	0	0
DivAnc	64828	458	1_SC3	225	1341	555	1236	954
DivAnc	8720	185	1_SC3	2	10	6	3	0
DivAnc	1003	518	1_SC3	2	15	7	22	29
DivAnc	628	212	1_SC3	4	38	23	72	43
DivAnc	23653	680	1_SC3	4	31	13	26	31
DivAnc	8295	243	1_SC3	371	1967	1057	1959	1630
DivAnc	123076	574	1_SC3	215	1077	499	1058	869
DivAnc	89033	584	1_SC3	243	1278	624	1154	746
DivAnc	5949	474	1_SC3	2	14	2	0	0
DivAnc	205865	115	1_SC3	1	5	0	0	0
DivAnc	59408	618	1_SC3	1	8	5	3	0
DivAnc	206352	1000	1_SC3	1	0	0	0	0
DivAnc	11011	536	1_SC3	112	564	258	581	448
DivAnc	23010	912	1_SC3	2	0	0	0	0
DivAnc	28093	710	1_SC3	2	0	0	0	0
DivAnc	23014	84	1_SC3	21	86	45	58	74
DivAnc	136155	959	1_SC3	257	1347	658	1187	992
DivAnc	115284	524	1_SC3	17	138	73	169	137
DivAnc	143394	547	1_SC3	1	0	0	0	0
DivAnc	183115	383	1_SC3	2	2	4	16	9
DivAnc	3871	975	1_SC3	2	10	3	0	0
DivAnc	110502	935	1_SC3	400	2492	1300	2568	1796
DivAnc	3874	521	1_SC3	1	0	0	0	0
DivAnc	89104	819	1_SC3	1	0	0	0	0
DivAnc	184485	644	1_SC3	4	18	7	47	19
DivAnc	14408	34	1_SC3	1	0	0	0	0
DivAnc	145495	976	1_SC3	1	4	0	0	0
DivAnc	10	655	1_SC3	1	10	11	21	20
DivAnc	30944	526	1_SC3	446	2604	1246	2733	2246
DivAnc	184247	302	1_SC3	100	598	329	509	403
DivAnc	109223	986	1_SC3	2	16	2	0	0
DivAnc	170259	149	1_SC3	96	549	301	540	308
DivAnc	44808	691	1_SC3	395	2373	1164	2132	1489
DivAnc	25630	1002	1_SC3	60	363	152	329	249
DivAnc	61303	170	1_SC3	48	288	159	298	190
DivAnc	282361	1001	1_SC3	1	19	4	3	0
DivAnc	39730	947	1_SC3	1	15	11	7	3
DivAnc	32607	705	1_SC3	3	6	9	13	12
DivAnc	26298	956	1_SC3	317	1909	909	1982	1638
DivAnc	28874	339	1_SC3	489	2845	1383	2488	2064
DivAnc	93482	476	1_SC3	344	2019	982	2031	1535
DivAnc	35647	423	1_SC3	358	2167	940	1984	1621
DivAnc	235139	757	1_SC3	278	1506	790	1674	1475
DivAnc	11488	205	1_SC3	3	23	24	30	26
DivAnc	304281	687	1_SC3	2	11	3	0	0
DivAnc	13659	954	1_SC3	2	0	0	0	0
DivAnc	35649	853	1_SC3	427	2373	1139	2349	2082
DivAnc	78930	638	1_SC3	9	31	8	45	38
DivAnc	25412	526	1_SC3	6	23	16	20	16
DivAnc	21586	102	1_SC3	2	7	1	4	2
DivAnc	98635	280	1_SC3	2	49	18	9	0
DivAnc	4169	381	1_SC3	4	30	12	25	10
DivAnc	240470	772	1_SC3	4	53	5	10	0
DivAnc	51327	618	1_SC3	1	20	3	8	8
DivAnc	16023	99	1_SC3	3	38	18	55	8
DivAnc	35249	807	1_SC3	1971	11186	5404	11678	9339
DivAnc	267024	544	1_SC3	1	23	22	24	22
DivAnc	16753	180	1_SC3	1	7	0	0	0
DivAnc	19924	780	1_SC3	323	1795	908	1921	1511
DivAnc	40241	256	1_SC3	1	15	0	0	0
DivAnc	94348	134	1_SC3	1	0	0	0	0
DivAnc	208	337	1_SC3	430	2653	1317	2461	1882
DivAnc	292524	938	1_SC3	1	0	0	0	0
DivAnc	7244	868	1_SC3	23	153	105	192	113
DivAnc	32280	618	1_SC3	87	578	341	678	571
DivAnc	244505	724	1_SC3	80	431	196	418	288
DivAnc	25361	34	1_SC3	581	3167	1700	3155	2617
DivAnc	2230	1001	1_SC3	373	2318	1241	2747	1966
DivAnc	69781	235	1_SC3	88	417	206	424	392
DivAnc	104580	835	1_SC3	62	394	189	460	401
DivAnc	42574	7	1_SC3	504	2779	1318	2456	1949
DivAnc	150122	183	1_SC3	184	1114	564	1100	874
DivAnc	5933	313	1_SC3	20	70	26	96	52
DivAnc	101268	339	1_SC3	1	4	0	0	0
DivAnc	5930	971	1_SC3	513	2921	1618	2942	2383
DivAnc	51929	440	1_SC3	16	86	37	61	30
DivAnc	260688	979	1_SC3	83	486	280	526	457
DivAnc	64571	979	1_SC3	2	13	17	24	29
DivAnc	64577	6	1_SC3	510	2819	1399	3066	2368
DivAnc	7364	352	1_SC3	36	240	103	211	187
DivAnc	76886	692	1_SC3	749	4079	2043	4321	3292
DivAnc	185905	202	1_SC3	2	13	22	41	10
DivAnc	226	526	1_SC3	1	3	11	17	22
DivAnc	36347	43	1_SC3	276	1584	937	1809	1510
DivAnc	4579	815	1_SC3	312	1887	831	1701	1406
DivAnc	19816	520	1_SC3	2	19	9	20	11
DivAnc	32137	756	1_SC3	45	173	98	225	133
DivAnc	133957	479	1_SC3	1	5	1	0	0
DivAnc	184728	13	1_SC3	233	1309	754	1531	1147
DivAnc	235317	34	1_SC3	1	0	0	0	0
DivAnc	269179	605	1_SC3	38	257	146	284	232
DivAnc	210055	967	1_SC3	406	2159	1068	1946	1296
DivAnc	2529	781	1_SC3	2	0	0	0	0
DivAnc	261577	431	1_SC3	1	0	0	0	0
DivAnc	121826	874	1_SC3	2	2	3	5	0
DivAnc	99947	374	1_SC3	2	15	18	11	7
DivAnc	104160	984	1_SC3	134	752	309	568	460
DivAnc	9379	162	1_SC3	11	109	42	122	56
DivAnc	197403	119	1_SC3	198	1170	498	863	624
DivAnc	197406	162	1_SC3	185	1097	542	917	776
DivAnc	2706	16	1_SC3	1	0	0	0	0
DivAnc	4886	34	1_SC3	222	1089	533	982	679
DivAnc	7966	228	1_SC3	6	25	15	73	10
DivAnc	38803	71	1_SC3	569	3307	1654	3626	2905
DivAnc	98890	34	1_SC3	620	3926	2215	4489	3440
DivAnc	56885	870	1_SC3	5	12	6	36	33
DivAnc	1829	570	1_SC3	150	684	369	806	674
DivAnc	251508	893	1_SC3	48	240	108	273	176
DivAnc	21115	468	1_SC3	1	6	13	23	39
DivAnc	113293	767	1_SC3	1	0	0	0	0
DivAnc	17084	589	1_SC3	57	365	184	362	262
DivAnc	125671	367	1_SC3	1	0	0	0	0
DivAnc	2416	602	1_SC3	1	0	0	0	0
DivAnc	42976	742	1_SC3	438	2538	1276	2438	1889
DivAnc	42203	859	1_SC3	554	3265	1654	3324	2506
DivAnc	12265	376	1_SC3	255	1594	773	1414	1105
DivAnc	53236	625	1_SC3	351	1947	1030	1970	1303
DivAnc	39734	710	1_SC3	1	13	0	13	12
DivAnc	1926	544	1_SC3	8	22	13	52	31
DivAnc	1927	993	1_SC3	107	600	262	587	590
DivAnc	20111	851	1_SC3	2	10	15	12	1
DivAnc	39739	547	1_SC3	592	3837	1988	3704	3092
DivAnc	58151	200	1_SC3	2	6	11	0	0
DivAnc	146135	252	1_SC3	134	769	383	776	421
DivAnc	21469	60	1_SC3	920	5527	2937	5419	4336
DivAnc	3472	574	1_SC3	1	9	6	5	0
DivAnc	298300	723	1_SC3	1	6	0	0	0
DivAnc	84280	547	1_SC3	410	2537	1333	2567	2325
DivAnc	18974	149	1_SC3	96	561	268	474	325
DivAnc	18408	924	1_SC3	170	991	357	815	555
DivAnc	141733	91	1_SC3	51	434	200	339	245
DivAnc	45612	898	1_SC3	2	8	0	0	0
DivAnc	33408	423	1_SC3	326	1560	712	1589	1207
DivAnc	176725	132	1_SC3	314	1932	932	1644	1121
DivAnc	13932	266	1_SC3	1	0	0	0	0
DivAnc	33401	534	1_SC3	187	1123	550	976	726
DivAnc	14944	350	1_SC3	1	23	9	6	0
DivAnc	230214	771	1_SC3	32	209	84	152	76
DivAnc	137149	648	1_SC3	44	322	160	257	266
DivAnc	68785	180	1_SC3	41	261	141	267	206
DivAnc	94756	883	1_SC3	1	9	0	0	0
DivAnc	48000	865	1_SC3	1	24	10	33	27
DivAnc	5482	1002	1_SC3	2	13	0	0	0
DivAnc	41534	83	1_SC3	165	699	333	618	489
DivAnc	115612	170	1_SC3	85	469	197	383	322
DivAnc	68650	638	1_SC3	1	0	0	0	0
DivAnc	787	3	1_SC3	1	12	8	6	0
DivAnc	252570	733	1_SC3	1	7	0	0	0
DivAnc	142384	423	1_SC3	4	17	1	3	5
DivAnc	152022	476	1_SC3	1	7	6	13	18
DivAnc	84607	935	1_SC3	475	2848	1457	2792	2133
DivAnc	13134	880	1_SC3	1	4	0	0	0
DivAnc	44107	190	1_SC3	1	0	0	0	0
DivAnc	27689	1000	1_SC3	1019	6258	3103	5966	4616
DivAnc	92268	119	1_SC3	3	34	0	2	21
DivAnc	40268	48	1_SC3	1	7	2	14	1
DivAnc	153457	95	1_SC3	309	1986	841	1487	1156
DivAnc	137360	423	1_SC3	3	50	21	64	94
DivAnc	15944	930	1_SC3	226	1202	536	1136	982
DivAnc	60	474	1_SC3	1	0	0	0	0
DivAnc	50200	162	1_SC3	352	2122	1096	2270	1784
DivAnc	58573	202	1_SC3	593	3299	1667	3278	2780
DivAnc	265803	809	1_SC3	4	27	10	25	13
DivAnc	151754	807	1_SC3	2	8	12	25	22
DivAnc	25826	534	1_SC3	1	12	9	32	14
DivAnc	126035	773	1_SC3	15	79	40	45	48
DivAnc	77923	1015	1_SC3	1	0	0	0	0
DivAnc	18897	975	1_SC3	443	2390	1239	2636	2002
DivAnc	48488	852	1_SC3	1	0	0	0	0
DivAnc	11891	367	1_SC3	38	302	148	294	187
DivAnc	133261	949	1_SC3	662	3586	1843	4032	3090
DivAnc	50821	60	1_SC3	363	2467	1150	2434	1982
DivAnc	27585	186	1_SC3	2	5	8	15	28
